EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Trigger
-6369.308268975414,12362.139084559458,15634.097689069375,16821.276519730145,4057.305839550794,2894.7308876331567,9561.024407381163,-26334.54606081898,0.0
-6370.59443495037,12356.113158787906,15628.155125907313,16812.38053840337,4046.909331253238,2884.513013498788,9547.32912153673,-26330.389839288797,0.0
-6369.808444632341,12358.97130539892,15632.430436879618,16818.716096724445,4058.341917697286,2899.0061986054625,9560.40514228211,-26317.861629977193,0.0
-6367.760106227782,12360.150290875963,15634.133415902012,16822.61032148195,4062.986405940181,2903.2219648567057,9564.692362198628,-26299.90294210467,0.0
-6367.510018399318,12359.971656712774,15632.34707427013,16820.073716364674,4058.1871014225235,2891.706015803169,9553.16450420088,-26269.34459125526,0.0
-6366.843117523416,12363.258525315438,15634.038144348315,16816.477215212486,4052.3874455910113,2887.2520706676746,9560.512322780023,-26249.182748703413,0.0
-6366.200034535938,12364.937686449408,15636.07457380866,16818.108740569605,4054.090424613406,2892.8135476149364,9563.644375107926,-26262.99712398997,0.0
-6368.438916047898,12361.67463573517,15633.46651502611,16813.94061009521,4051.220369058181,2893.7305363193027,9563.132290506786,-26275.46578858051,0.0
-6369.7131730786405,12361.531728404618,15632.370892158555,16813.630977545687,4051.220369058181,2895.469242174335,9565.049630525007,-26289.256345978647,0.0
-6371.308971603123,12361.984268284694,15632.644797875444,16813.8334295973,4051.5180926634944,2895.814601556499,9562.12003024872,-26314.646215039807,0.0
-6371.166064272572,12363.651520474452,15636.038846976022,16817.799108020077,4054.114242501831,2895.9455999428374,9565.275900465045,-26325.685806324836,0.0
-6367.236112682431,12363.27043425965,15634.752681001066,16817.227478697878,4051.5538194961327,2893.7067184308776,9564.347002816465,-26317.45672587397,0.0
-6369.963260907104,12362.567806551111,15632.406618991194,16814.881416688004,4050.410560851728,2889.4909521796344,9554.974663721188,-26295.53235957866,0.0
-6369.963260907104,12359.44766316742,15629.941467539196,16814.428876807928,4050.636830791766,2885.4776379800046,9539.67167040806,-26275.037066588862,0.0
-6366.426304475976,12360.519468146551,15631.048999350962,16817.215569753665,4056.25785246009,2892.0037394084825,9552.56905699025,-26271.738289041983,0.0
-6360.93628119399,12365.247318998934,15633.895237017761,16818.32310156543,4056.1387630179647,2886.9186202297237,9539.969394013373,-26236.880809331848,0.0
-6358.792671235731,12362.90125698906,15632.53761737753,16818.751823557082,4057.5916542118957,2888.978867578495,9547.626845142044,-26246.18169476185,0.0
-6362.00808617312,12362.543988662685,15632.406618991194,16818.59700728232,4058.341917697286,2892.920728112849,9555.54629304339,-26274.060533163432,0.0
-6361.686544679382,12370.761160169344,15639.444805020808,16824.873020882336,4063.0102238286063,2901.4713500574603,9559.976420290459,-26285.314485444294,0.0
-6363.830154637641,12369.594083636515,15637.932369105816,16821.979147438684,4063.1769490475817,2893.7305363193027,9549.556094104477,-26300.71275031112,0.0
-6367.60528995302,12363.794427805002,15633.835692296698,16816.465306268274,4055.543315807337,2881.273780672974,9542.065368194782,-26312.51451402576,0.0
-6366.485849197039,12362.66307810481,15632.454254768045,16817.227478697878,4056.5079402885535,2889.348044849084,9545.411781518509,-26320.160056210214,0.0
-6364.961504337833,12365.568860492673,15632.882976759694,16818.763732501295,4059.3184511227155,2895.100064903746,9555.427203601264,-26310.33517723486,0.0
-6359.638206274823,12366.354850810701,15633.823783352485,16819.454451265625,4060.1997129944443,2897.636670021019,9536.63488963386,-26274.79888770461,0.0
